84	I found it hard to view the user comments on this film because of all the partisan ranting from demagogues of both parties. Therefore, I am going to try and leave my own political persuasions out of this review although I definitely have a viewpoint about what was happening in Iraq and the need for US involvement there.<br /><br />*** This may contain spoilers, although this is a simple documentary with no plot, so there ain't much to spoil.*** <br /><br />After all the hype about Michael Moore's slanted, biased, and intellectually dishonest film Fahrenheit 911, and all the celebrity hubbub about how George Bush is an evil so-and-so and our involvement in Iraq was simply about obtaining oil, I thought I might have a look at what the other side (who gets far less sensationalistic coverage in the national media) had to say about the whole situation. I had heard that this documentary was particularly brutal and difficult to watch, but I thought it was important to see just what was going on in Iraq before the US dismantled Saddam Hussein's regime.<br /><br />It was brutal, it was grotesque, and it was very difficult to sit through. We are treated to footage of people's arms stretched out across two concrete blocks and then being broken with axe handles; we see fingers hacked off, then the screaming, bleeding victim tossed aside to fend for himself; we see hands amputated surgically and tongues clipped outall these horrific atrocities committed by way of punishment in the name of "justice". We see torture, murder, and disturbing footage of women being publicly shot or stoned to death for "crimes" such as adultery.<br /><br />My problem is that the documentary, hosted by some boring, no-name yobbo in a suit and tie, frequently wanders from its supposed focus in favor of showing gruesome footage. At first it feels, albeit unpleasant, at least informative; however, as the film wears on, it becomes even more unpleasant, loses its informative nature, and begins to feel distinctly exploitative in tone. I found that shift in tone more disturbing than the film itself. The film ends with every videotaped beheading they could find. I had seen many when they were current news, believing it important to see what the enemy (terrorists and radical religious fundamentalists) was all about, but I just couldn't stomach re-watching these cold-blooded, grotesque murders again, presented as they were in the guise of "infotainment", and turned the movie off.<br /><br />In some ways this film shows some important things that were happening within Hussein's Iraq that folks like Sean Penn either didn't see or chose to ignore. It will make you appreciate living in a free country where you don't have your tongue cut out or your hands amputated for displeasing a mad dictator. The US got involved in Bosnia and Somalia based on concern for the genocide occurring there, how could we in fairness turn a blind eye to Iraq? Saddam Hussein actively and arrogant defied every UN sanction and action taken against him, including those he agreed to in order to end the war in 1991, but the UN clearly wasn't going to do anything about it, especially with corrupt UN officials making under-the-table deals with Hussein. Who else but the US would have taken steps to correct this injustice? These are all good points made in the beginning of the film.<br /><br />But the film's weakness is where it loses its focus on the reasons we went there and simply becomes a parade of gore, brutality, and murder. Although it has its good points, I can't in good conscience recommend it as a good, well-made documentary.<br /><br />Cheers <br /><br />Brent
85	This was a waste of time. Out of context video meets out of context prejudice. Quotes are taken from Democrats in supposed support of a war in Iraq (predicated on intelligence provided by the Bush administration) and are seamlessly narrated by our helpful nobody ra-ra, 'my way or the highway', war mongering nobody commentator. The videos are graphic, real and disturbing, but out of place and badly analyzed.<br /><br />Please, put your time to better use. This film will either make you hate 'Islamic Extremists', the 'Radical Left' or just yourself for giving this garbage the time of day.
86	I got this movie in the mail a few days ago. I watched it in black and white cause the colour would not appear on my DVD player. Anyway, i saw the whole movie and i was not very pleased about it. The host Mark Taylor a large man in dress suit which tell about what you will see next and say TO MANY times: What you are about to see next is shocking!. Yes, a few things are shocking like the scenes where iraq soldiers breaks bones on prisoners. They also cut tongues of people. At one stage in movie Mark Taylor ask us make up our minds on this: What is worst the Abu Ghraib prison case or what the Iraq army does to people. We are then shown a series of non brutal images from the Abu Ghraib prison followed by extreme grotesque videos from Iraq. This is wrong.<br /><br />The movie it self is very good produced. Good image quality and some neat extra features. But i find this movie to politically incorrect. I have much movies in this genre (shockumentary) but i tend to like them best when they stay without any political views.
87	Iraq was in a terrible way LONG before the American came. Saddam was the modern day Stalin and Hitler. Gasing people with different political and religious views and torturing his own people. In the film they show many actual evidence of these acts. They even go back with recored audio of John Kerry agreeing with the invasion of Iraq along with Senetor Clinton and Kennedy.<br /><br />I however like the comparison with the Saddam era Abu Gharib and the American Abu Gharaib. Neither are acceptable but Saddams was MUCH WORSE! We ALL need to see this. <br /><br />10 out of 10. Two thumbs WAY UP!
88	The only thing that I can think when reading the negative comments left for this movie is that the people who wrote them have *clearly* never temped. As someone who spent four years of his life wasting away in other people's cubicles, I can tell you with complete authority that this movie gets every mind-numbing, insulting, and degrading aspect of the experience dead on. I suppose you should be thankful if you can't relate to what's going on in this film because it probably means you've never had to tip-toe into some middle manager's office on a Friday afternoon to get a signature on your time card.<br /><br />As for those who think "Clockwatchers" is "dull" or "boring," it's called subtly. Look into it.
89	I suppose the viewers who label Clockwatchers "boring" simply don't understand that dramas are MEANT to be slower than your garden-variety Indiana Jones or Die Hard. These "action" flicks are ten-times as dull as the corporate setting for this astonishing study on class, friendship, and inner-awareness. Or maybe it is the female perspective or "chick-flick" factor that turn certain people off. Or maybe temporary status in modern American business isn't relevant to everyone. Or the subtle, less gimmicky observations of reality.<br /><br /> Clockwatchers is all of these things at once. Toni Collette plays the ultra-shy newcomer to Global Credit, the ultimate transnational corporation, who slowly comes to realize that the doomed bond she makes with three other temps is an extremely sacred event in her life. Iris slowly gains confidence through such comradery and at one point she doesn't want to leave, even though her father has higher career expectations for his daughter. Iris comes full circle at the end of the film, confronts one of her many bosses whom plot against her, and atones for not standing with Parker Posey, who is the life of the party as Margaret.<br /><br /> The creators of this film are SO incredibly accurate in revealing what worklife is actually like (the boredom, sharing someone else's space, not knowing someone's name or them not knowing yours), that I felt almost honored to know I wasn't alone. (Movies that are this honest about despair are never depressing.) This is combined by the subtle observations of Iris, which I suppose aren't as exciting as blowing someone's head off or toilet humor, but intriguing nonetheless. It is finally layered with political analysis as the female temps organize a strike. <br /><br /> Suffice it to say, Clockwatchers covers a lot of ground, but the layers are folded well together in a way that makes you care about what happens to these characters and their station in life. A must-see sleeper for those who prefer (for example) Merchant & Ivory over Van Damme & Seagal. 9 out of 10.
90	Some of the earlier reviewers have called "Clockwatchers" dull, pointless and have asked why it was made. My question for these reviewers is: What movie were you watching? Is there another movie with a similar title out there? This movie is incredible!<br /><br />No, it's not a "There's Something About Mary" farce. No, there aren't any explosion and no one is killed. (Someone does die... but that happens off camera and we don't see any blood.) The comedy here is of the subtle, "funny because it is true" variety. If you've ever had a job, any job, the comedy in this movie cannot escape you.<br /><br />Parker Posey once again shows us that she is one of the finest comic actresses alive. And, contrary to what others have said, this is not a one note performance. She is at once obnoxious, brash, funny and fun...and yet, very vulnerable, struggling so hard to be recognized and very terrified of where her life is headed.<br /><br />I could give similar praise to the performances of Toni Collette, Alanna Ubach and (believe it or not) Lisa Kudrow.<br /><br />Director Jill Sprecher (I will have to watch more from her) has aimed her dart at office politics: The pecking order, the self-absorption, the pointlessness of it all, the feeling of "Oh, how I would I love to leave this place but where would next month's rent come from?"...and Jill has hit the bullseye!<br /><br />
91	Jill Sprecher, the enormous talent behind "Clockwatchers", needs to be seen more often. We saw this witty comedy in its original debut and it was a pleasure to watch it again on IFC. Ms. Sprecher and her sister Karen wrote a delicious movie that is on the one level a satire about the way "temps" are used in an office, and it's at the same time, a character study about these four souls at the center of the movie.<br /><br />Each one of the young women in the film has a problem. They come together because they don't have a life on their own. Iris, Margaret, Paula and Jane, form a bond because they find safety in numbers. Iris is a clever girl whose shyness doesn't let her assert herself and is dragged along by the others that show stronger personalities. Margaret puts up a front, but deep down, she is just as vulnerable as the others. The most pathetic one is Paula, a woman who is pretending to be what she is not. Jane is waiting for the security of marriage to beat it out of being a temp.<br /><br />When the sneaky Cleo is hired as a permanent employee, the problems in the office are magnified. As things begin disappearing from the office, all eyes point to the four temps. That is the beginning of the end of the clique, as they knew it. Iris is the one that stays the longer and she is the one that discovers the mystery of the missing things in the office, but alas, it's too late, because at that time she leaves the temp job.<br /><br />Toni Collette, Parker Posey, Lisa Kudrow and Alana Ubach, are perfect as the four temps. Toni Collette has a better role where to shine as most of the story is seen through her eyes. Parker Posey is delightful as the free spirited Margaret. Lisa Kudrow also makes a good contribution with her pathetic Paula. Helen Firzgerald, who only has a few lines, cast a giant shadow as the creepy new employee that wants to make friends with Iris, only to be ignored.<br /><br />The Sprecher sisters created a film that feels real a situation one has seen is prevalent in the office setting.
92	I saw this on cable last night, just 2 days after seeing the Sprecher sisters' latest film, 13 Conversations About One Thing - that was the reason I stayed up til 2:30 a.m. to watch it, in fact (please read my review of 13 Conversations, posted yesterday). This film is linear - one scene following the other chronologically - and therefore not as challenging to the viewer as 13 Conversations, but it does leave its mark (as one character in the movie has been told to do). <br /><br />Writer/Director Jill Sprecher is extremely adept in nailing down specifics, and this gift for detail is in full evidence here. The film is about fear, lunch hours, pettiness, toilet paper, loneliness, rubber band balls, despair, paper clips, friendship, pencils, desperation, cocktail garnishes, anger - downright fury, actually - at being marginalized by the illusion of society - and much more. Toni Collette's face is still in my memory - her terrified-to-do-or-say-the-wrong-thing rabbit eyes, her rapture at feeling connected to her 3 fellow temp workers (and specifically, seeing her nose crinkle the way it does when she smiles), the desolation of seeing their bond destroyed by wretched but inevitable bone-chilling office politics and fear. <br /><br />It's a small slice of life, Clockwatchers, but it's an important slice, one that anyone who has ever interacted with anyone on a daily, money-driven basis can relate to. If you've ever held a job, I'm saying, you will see yourself mirrored in at least some of these meticulous details.
93	Blistering black comedy co-written by Jill Sprecher (who also directed) and Karen Sprecher, "Clockwatchers" gives us a suffocating office setting so vivid and real I half-expected my own co-workers to show up in it. Toni Collette plays the new temporary in a nondescript building wherein office-incidentals are slowly disappearing from the supply cabinet. The ensemble acting is delightfully accurate, and the strife which ensues in this scenario is comically overwrought and horrifying. Sprecher's direction is focused and brave (no overtures to broadly comical sensibilities), and she nimbly stretches the film's satirical edge quite far without faltering. The movie is a genuine American original, and by the final third I couldn't wait to see it again from the start. ***1/2 from ****
94	Is this movie slow? Occasionally boring? Kind of depressing? Yes. Unfortunately, that is the reality of working as a temp in an office! Take it from one who's been there. I spent several years temping on breaks from college in the late 80s, and this movie brought it all back, vividly. The office politics, the way the permanent workers "look down" on the temps, the menial and mind-numbing tasks, the good old boys (mostly white males, at that time) who were in charge and above it all. Not all of my jobs were as horrible as the office depicted in this movie, but enough were that it occasionally gave me chills. I hope that things have improved, with the proliferation of computers and other advanced technology, at least in terms of the work itself. But I can guarantee that in some places, that temp vs. perm "caste system" will always be there, regardless of how the jobs get done.<br /><br />The performances in the movie were excellent. I really liked Parker Posey's exuberant portrayal, as well as Toni Collette's studied, more subtle effort. She expresses so much pain and frustration through her facial expressions and quiet, even-toned narration.<br /><br />The movie is not for everyone, and some viewers will no doubt be bored and/or confused by it. But if you've ever been a temp of any kind, or worked in an office, I think it will resonate with you.
95	When the credits started for "Clockwatchers" - Toni Collette, Parker Posey and Lisa Kudrow - the senior citizens around me in the art house theater complained they hadn't heard of anybody. (There were also choice bit roles by James Elliott of "Jag," Bob Balaban and Paul Dooley and they didn't recognize them either.) There was a row of young kids in the front for some reason who talked as much as the seniors through the movie and kept going in and out to get food and slamming the door. All of which is hard to take during a comedy. <br /><br />This is a great movie for those of us in unsatisfactory office cubicle jobs - ideal for those in temp hell. Not necessarily laugh out loud funny all the way through but biting social satire about office life today for those at the bottom end of a ladder that doesn't go anywhere.<br /><br />Collette's central character is almost too bland and vacant towards the end as there's no ringing conclusion just some small revenges, but it's all in character and place. <br /><br />Kudrow gets to be a bit nastier and practical life-facing than her usual roles.<br /><br />Clearly the sister creators of this movie have spent some time as temps! And temporary office placement companies are now the largest employers in the country.<br /><br />(originally written 5/26/1998)
96	I'm surprised how many people see this as a boring film that does nothing but chronicle the minutiae of modern-day office life. 'Clockwatchers' is a relationship film which also examines the lives of the new breed of second-class citizen in the late 20th century workplace, the temp.<br /><br />Iris (Toni Collette) is a meek temporary hire who stands out about as much as the Muzak at her new assignment, a large credit firm. Luckily she's taken under the wing of Margaret (Parker Posey), the Artful Dodger of the firm's temps who shows her how to survive in this impersonal world. Along with Paula (Lisa Kudrow) and Jane (Alanna Ubach) they form an us-against-them support group and Iris begins to come out of her shell as a person as well. Soon Margaret is conducting a guerilla war against a permanent hire (Helen FitzGerald) who gets a job Margaret had been aiming for and who is almost a mirror image of Iris when she came to work a few weeks before. The office drama is played out in great detail, and the solidarity of the temps is one of the war's casualties.<br /><br />This is a fine, above-average first effort from director Jill Sprecher, who wrote the screenplay with her sister Karen. She's obviously keen to show her skills here, and sometimes she directs the movie like it was 'Citizen Kane,' but that's not much of a fault. A little more serious problem is that after its climax the film loses some steam moving towards the denouement, but overall the screenwriting sisters have produced an entertaining film that speaks with authority on its subject. Let's hope they find regular employment.
97	With the movie market being so saturated with cheesy action and overplayed drama flicks, what a breath of fresh air it is to see a movie about people that have REAL problems. Clockwatchers captures all the essences of the work place, the monotony, the hierarchy, and all the nuances of tedious day to day temp work. Here you have 4 women who are capable of so much more in their life, yet they're so afraid to act on their dreams that they settle for crappy temp jobs. Excellent acting by Toni Collette in the lead role as "Iris." Nods to Parker Posey as well. All the girls nailed their parts strongly, and the strong acting along with a great script created a very real and believable story with real and believable characters. Definitely see it! 4 stars!
98	I enjoyed this movie. I rented it because it had Parker Posey in it, but enjoyed all of the characters. Maybe because I've had jobs like that before : the sense of "us vs. them" and the wacky little things that the characters did to get through the day to 5:00. I would rather watch a movie about these four girls than most movies readily offered to me. Watch the movie. Enjoy it. There aren't that many great movies where the female characters aren't just there to give a guy character some depth.
99	Many of you have posted comments on "Clockwatchers" as a portrayal of "Office Life"... Not true!! It is a movie based on each of the 4 main characters personal "Identity Struggle" and nothing more than that. Watch it again and "Forget" that they are in an "Office" setting, focus on the personalities you see in each of the 4 main characters.<br /><br />I'll give you a hint, Lisa Kudrow's character has Bulimia Nervosa.<br /><br />Guess who has OCD?<br /><br />"Never ignore the Obvious and Never over-look the Obscure"<br /><br />A great Movie! 10 "stars"
100	That is exactly what I did while watching this movie. I watched the clock, hoping it would end soon.
