label	text
1	It was simple and yet so nice. I think the whole sense of sex segregation in society, which can be bitter, was shown very delicately. It had a bitter kind of hummer in it. The fact that most of the actors were not professionals, made the movie more tangible and more realistic. There was a "documentary" side to the movie too. The best scenes were those that all the girls, banned from watching, were listening passionately to the soldier, who is supposed to keep an eye on them, broadcasting the game. If you are an Iranian, the familiar cheering and dancing in the streets after a game won, fills you up with National pride!! If you are not Iranian, you'll still love it all the same!
1	As the celebration of Christmas has evolved through the years, whether one concentrates on the religious or the secular traditions, it is a time when people are supposed to behave a little better to each other. That has somehow slipped past one Ebenezer Scrooge, merchant and money lender in 19th century London.<br /><br />As his nephew points out to his uncle, he doesn't keep Christmas in any way because Scrooge feels the whole thing is humbug. The humanity in Scrooge was driven out long ago, he's a hard case, a whole lot like his 20th Century counterpart, Mr. Potter of Bedford Falls, New York.<br /><br />But as Charles Dickens told this tale, redemption is not too late for any of us and a lonely ghost and three spirits visit Scrooge and show him how.<br /><br />A Christmas Carol is such a timeless holiday classic that we sometimes forget that it is as much a social commentary of 19th century Great Britain as Oliver Twist was. The characters in this film are middle and lower class. The Cratchits are a couple of rungs above the street people in Oliver Twist, but they are having to struggle to stay up there. Still love and happiness radiate their home, no thanks to the guy Bob Cratchit works for. <br /><br />Like George Bailey who did a whole lot of good in his life and just had to be reminded how much, Ebenezer Scrooge needed a wake up call as to the potentiality he still had for doing some good in this old world.<br /><br />Patrick Stewart in his live performances and filmed play has pretty much taken over the part of Scrooge. But George C. Scott captures the old miser pretty well in this film. The meanness of him, but with a trace of sadness that makes us root for him to change. Scott joins a fine tradition of people like Reginald Owen and Alastair Sim who've both done great interpretations of Scrooge.<br /><br />Among the supporting roles I particularly enjoyed David Warner as Bob Cratchit and Edward Woodward as a hearty and stern spirit of Christmas present. <br /><br />According to IMDb this is one of 32 versions of A Christmas Carol made that they have archived and it is one of the best.
1	This movie is beautifully designed! There are no flaws. Not in the design of the set, the lighting, the sounds, the plot. The script is an invitation to a complex game where the participants are on a simple mission.<br /><br />Paxton is at his best in this role. His mannerisms, the infections used in the tones of his voice are without miscue. Each shot meticulously done! Surprises turn up one after another when the movie reaches past its first hour. This may not be the best picture of the year, but it's a gem that has been very well polished. It's not for the simple mind.
1	My baby sitter was a fan so I saw many of the older episodes while growing up. I'm not a fan of Scooby Doo so I'm not sure why I left the TV on when this show premiered. To my surprise I found it enjoyable. To me Shaggy and Scooby were the only interesting characters *dodges tomatoes from fans of the others* so I like that they only focus on those two. However, this may cause fans of the original shows to hate it. I like the voice acting, especially Dr. Phinius Phibes. I liked listening to him even before I knew he was Jeff Bennett. And Jim Meskimen as Robi sounds to me like he's really enjoying his job as an actor. I also get a kick out of the techies with their slightly autistic personalities and their desires to play Dungeons and Dragons or act out scenes from Star Wars (not called by those names in the show, of course).
0	"The Crush" is a pleasant enough 40-something friends romantic chick flick for the first two-thirds or so, as it tries to be a Brit "Sex and the City". <br /><br />I particularly enjoyed the turn-around of the trophy young hunk whose character is not much fleshed out (come to think of it we didn't see all that much physical flesh of him either and Kenny Doughty is worth seeing more of). <br /><br />They sure make a lot more deal of young man/older woman than was made of the opposite in either version of "Sabrina" (neither movie do I like) or for that matter with the Douglas/Zeta-Jones or Dion/Svengali nuptials.<br /><br />Surrounding Andie MacDowell as an ex pat otherwise are welcome familiars from Brit dramas and comedies, such as tart-tongued Anna Chancellor. <br /><br />The plot twists towards the end feel very deus ex machina. But it wasn't until the credits came up at the end that I realized what might really be wrong. Just as with "Sex and the City," the writer/director is male, here first-timer Scot John McKay, and I think he really wanted to do a script about three gay men, probably about them coming out in relation to their lovers and at work (the characters are a school principal, a cop and a doctor), which would have been a better and more interesting movie. The working title for the film was "The Sad F*cker's Club" which would have made its parallels with the gay "Broken Hearts Club" even more obvious.<br /><br />(originally written 4/6/2002)
0	I first saw this movie on MST3K. And although I laughed my posterior off at the jokes, I don't particularly think this movie was all that bad. Sure it was a little hard to understand it is quite obviously low budget, But it had a very Hitchcock-like plot and I can honestly say that when I viewed the non-MST3K version, I was genuinely entertained. This movie is crying out for a Hollywood remake.
0	Redline is a knockoff of Fast & Furious, without any of the redeeming qualities. It doesn't need to have a convoluted plot with multiple twists and surprises, but it needs SOMETHING! This is the equivalent of a porn film, where the storyline and dialogue consist of 60 seconds at the beginning and the same at the end. Except that this is worse, because you don't get your money's worth. Mind-numbingly boring, impossible race sequences, and a terrible waste of expensive beautiful cars, which almost acquire negative points for having appeared in this movie. Sure, she's hot, but who's that desperate for an on screen female? I feel like the director sat there with a hat full of dialogue and plot snippets, and shook an 8 ball every time they switched scenes. No serious person who races or knows anything about it would watch this movie and enjoy the race scenes.
0	Kirstie Alley, looking a bit slimmer, but only a bit, is in this mess along with a man who is a MacGuyver lookalike, bleached blond hair and all. The premise of the movie is about an older woman (50!!!) who cannot get her screenplay produced due to age discrimination so she sends in her younger nephew to pose as the writer. Not an original idea and not a very good movie with lousy acting, inane dialogue and a ridiculous plot. There is another plot concerning a writer with a crush or admiration for Kirstie's character and why this is included is a mystery. The actor who portrays Kirstie's brother is so wooden and miscast, it was torture to watch their scenes. What is there to say about this film. Avoid it.
0	This is quite possibly THE worst movie I have ever seen. Again I made the mistake of buying the movie because the synapse on the back sounded cool and the front cover looked pretty cool too (After buying this and the movie "Malevolence" which I reviewed on here as well, I have learned my lesson). I love horror movies that take place in the woods or in the desert or on a farm. This supposedly takes place in the woods of Texas but was probably filmed in the director's backyard. The production was probably the worst I ever seen. The actors were absolutely the WORST. The story didn't have anything to do with what the back cover said. I even tried to sell it to F.Y.E and some other "mom and pop" store that buys used DVDs and neither would take it. Thats how awful this poor miserable excuse for a movie was. I have seen some bad movies before (Troll 2 for example) but this definitely takes the cake. I didn't think there was a worse movie than "Troll 2". Boy was I wrong! Do not buy this movie unless someone hands it to you for free but even than your stuck with it unless you throw it out which is what I am about to do!!!!
1	This stylistically sophisticated visual game presents a story within a story'. The protagonist is scriptwriter Bart Klever who fights persistently with his new text  which is, at the same time, the screenplay of the film we're watching. In the movie Bart plays a scriptwriter writing the script of the film Bart's struggle with the text becomes a narrative theme, as does the environment of the flat where he works and takes care of his little girl. The intimate environment offers ample opportunity for games of illusion involving space, light, colours and a couple of cats. The outwardly simple world of the room is further complicated by the unstable dimensions of a text continually influenced by the filmmaker's interventions, which appears on a computer monitor and serves as a counterpoint to the similarity mutable environment. The constantly changing viewing angle complicates answers to questions which arise: What is truth' and what illusion' ? Which of the observed worlds is primary and superior to the rest? Can anything serve as a basic orientation point in the narrative space?
0	<br /><br />Cheap-looking and ugly, this film didn't even seem to entertain the kids in the audience, except for one fairly amusing toilet joke. Christopher Lloyd is way past his prime and actually quite tiresome in this role, although the sorry excuse for jokes by the writers don't help.   Elizabeth Hurley is embarrassingly amateurish in a supposedly comic role. Jeff Daniels and Darryl Hannah avoid humiliation. There is really no reason to make this movie, especially since it is unavoidable that one will compare it with Robin Williams's often brilliant improvisations in Mork & Mindy.<br /><br />
0	It was everything this isn't: it had pace, pop, and actors who weren't afraid to chew the scenery. It also had a decent script. This one had me scratching my head. If Farrah isn't really "serious" about a career, why does she have a manager (and why is he wasting his time)? If Kate and Barney are "artists," why do they sign up for The Mother of All Jiggle Shows (like the "Brady Bunch" movie where Robert Reed wants to do Shakespeare, only to find himself on BB)? They weren't industry names, but they weren't exactly starving, either. And while they got the history right (the poster was released before Farrah got the show), Silverman rejecting pitches for "Funniest Home Videos" and "American Idol" and Spelling promising his baby girl Tori someday he'll create a show for her obviously did not happen.<br /><br />What bothered me was how Spelling's role is distorted. He's shown as the show-runner and creator when he was neither. And how he "comes up" with the "idea" for CA was is laughable!<br /><br />How were Spelling and Goldberg allowed to enforce Farrah's oral contract when the others were signed? And why didn't Farrah or Bernstein tell them she was leaving not because she discovered her Inner Diva, but because Majors wanted her to? This is why, when it tries tries to created conflict and tension by setting Farrah up as the "bad girl" (like Suzanne Somers), it fails because the groundwork was never laid -- that was where the "Three's Company" pic delivered.
0	Actually, this flick, made in 1999, has pretty good production values. The actors are attractive, and reasonably talented. There aren't a bunch of clowns running around blasting away, expending hundreds of rounds, but never hitting flesh. Nor are there wild car chases/crashes where thousands of dollars worth of beautiful machines are uselessly trashed.<br /><br />The interiors look respectably modern, architecturally, and the equipment looks up to snuff. Well, there is that high tech computer room furnished with what look like leftovers from a '50s electronics lab. And the pancake make-up on the corpses cracked me up. Not pancake make-up in the conventional sense, but what looks like dried pancake batter slathered over their exposed skin. This is supposed to support the idea that the bodies have calcified -- though how the virus would accomplish this transmutation is an exercise left for the student (viewer).<br /><br />Ah yes, the virus. I would like to tell you that this is not the absolute worst premise for a sci-fi, horror flick I know of, but I can't. A computer virus that is transmitted via a television (or computer monitor) screen and becomes a lethal biological pathogen? Gimme a break. Warp drives a la "Star Trek" are one thing, but photons becoming viruses? This is so silly the desired "fright factor" just isn't realizable. The flick could have used one of those awful dream sequences where the dead come alive, or have a cat jump out of the closet, or something, because the viral thingamajig isn't doing it. <br /><br />One presumes Robert Wagner has the same excuse for playing in this inanity that Lord Oliver gave for some of his later, trashy venues. He needed the money. No other comparison between the two should be construed,however.
1	This movie is awesome for three main reasons. It is esthetically beautiful. I absolutely loved that. There is a bold color theme throughout the movie with extraordinary costumes and picturesque sets. A photography which looks very costly (and probably was not) completes the look . I always enjoy those stories about groups of misfits/loners coming together and becoming a family . Sometimes they fall into clichés but this one does not. This group of actors really portrays well flawed, yet extremely likable characters. Alan Larkin is the best (between him , the van and the road movie theme, I could not help but remember my favorite movie of last year Little Miss Sunshine) . I discovered Fabrizio Bentivoglio , very interesting actor, and just got annoyed a tiny little bit by Til Schweiger performance at times . The opening scene, all the scenes where they mess up their tricks are very funny. There is a mix of humor and emotion throughout the film. I like the end a lot. And of course it is all about the Magician theme . A good magician is making the audience look where he wants them to, to create an illusion. Which happens to be exactly what a movie director does and that's why they call it movie magic.
1	Name just says it all. I watched this movie with my dad when it came out and having served in Korea he had great admiration for the man. The disappointing thing about this film is that it only concentrate on a short period of the man's life - interestingly enough the man's entire life would have made such an epic bio-pic that it is staggering to imagine the cost for production.<br /><br />Some posters elude to the flawed characteristics about the man, which are cheap shots. The theme of the movie "Duty, Honor, Country" are not just mere words blathered from the lips of a high-brassed officer - it is the deep declaration of one man's total devotion to his country.<br /><br />Ironically Peck being the liberal that he was garnered a better understanding of the man. He does a great job showing the fearless general tempered with the humane side of the man.
1	This is a cleaver film featuring love through the ages. The film consists of Keaton seeking out a lady love in the stone age, in ancient Rome and in the present (1920s). In all three cases, he is the usual wimpy Buster and he battles against Wallace Beery for his lady love. Of the three time periods, I think I liked the Roman one best even though I admit it might have also been the cheesiest. I actually liked the scenes with the lion that was obviously a guy in a costume as well as the weird chariot race in the snow--but what I really enjoyed the most was seeing all of Keaton's amazing acrobatics. However, all three time periods were good old fashioned fun and the film, while not his best, is still an exceptional and enjoyable film. Check it out!
0	Okay, when I came on the board for this movie, I was really expecting people to be making fun of it. I was surprised to see that people over the age of 7 liked it. I enjoyed the movie... but only b/c me and my little sister (who is, in fact only 10) made fun of the whole thing.<br /><br />I am sorry Jordan, but that acting was awful. You know a movie is headed for the toilet when the lead cannot act. And it didn't even have a good script or plot to redeem it. I also thought that the character of Pamela was very very lame... border-lining pathetic.<br /><br />Even with that being said, I thought there were a few good actors, such as gorgeous Spencer, Hollywood, and Ronnie. Still, not enough to redeem the movie.<br /><br />Two things about this movie that I just can't get over:<br /><br />1.) That that Spencer guy would fall for her. Okay, eww. I looked up the dates and while in reality, he is only about four years older than her, the difference in "Go Figure" seemed much larger. Jordan is a very pretty girl, but in GF, she seemed like 10 or 12... she seemed like a little kid! Jake Abel (Spencer) seemed like a college student.<br /><br />2.) That there is any way that Kristi Yamaguchi would come just to skate for one girl. I mean, I know that Katelin is good and everything, but it still just seemed kinda unlikely that Kristi would go to a boarding school that didn't even have scholarships for skating, or that a school would have employed a skating coach with such connections.<br /><br />That all being said... it wasn't the worst movie ever known, but it wasn't very good even by DCOM standards, which I consider quite low.
0	I probably give this more credit than it deserves because it's Halloween, I was just at "Knott's Scary Farm" and I was in a mood to watch a really cheesy Halloween movie.<br /><br />Oh, and it only cost me one dollar.<br /><br />Usually I'll ffwd through a movie like this to get to "the good stuff," but I resisted the urge here and I'm still not sure why. It was obvious from the opening shots this wasn't a "real" movie, not even a B-movie. It's more in the category of the DeCoteau "horror" movies like "The Brotherhood" that are shot on film-look video for about 50 cents (in fact, I was half afraid any minute one of his beefy college boys would stagger out rubbing himself in his underpants or something). There were no cutaway shots (too expensive to do multiple camera setups) and flat lighting but...it's hard to pinpoint. There's something refreshing about watching a director with no money pull off a half-decent movie. The fact that he's doing even a half-decent job is commendable, and this movie has it's share of merits--the acting isn't bad, the photography is pretty good (if too bright to be scary), there are some surprises, and the whole thing is sort of...different somehow.<br /><br />A bunch of college kids are (for some unknown reason) stuck in the warehouse where they are decorating the annual haunted house. A creepy old man gives them a satanic book and they accidentally summon up the powers of hell. This results in the costumed people in the haunted house becoming who they are made up to be, and causing a lot of mayhem and human suffering. Along the way we are treated to an oddly complex and thoughtful lesbian relationship subplot--it's interesting that this couple seems to be the most well-rounded in the movie. Yes, there's a sex scene but it isn't salacious--or at least no more so than you'd find in any legit movie about lesbians that shows them having sex. It's rather unusual for a horror film to take the time and effort to do this without resorting to cheap exploitation. <br /><br />The other thing about this that held my interest was how it was clearly trying to emulate the "stupid kids have sex and get killed" vibe of the 80's slashers. It's hard to take that on because there are so many of those films that already exist, the genre has been done to death. I'm not sure if it's good or bad that these filmmakers simply tried to make another entry in that genre, without irony, as if it was still a LIVING genre, but I appreciated the attempt.<br /><br />Which is why I sat through it; sometimes you just want to watch a mindless, no-budget, "A-for-effort" horror film. There really was too much set up, not enough gore, endless plot-holes, dead-ends and clichés and the unfortunate overall feel of a movie that simply did not have enough money behind it to be the film the producers envisioned...but at the very least the haunted house scenes were pretty cool. I'd pay to go to that haunted house if it existed, and didn't mind paying a dollar to see it on DVD even if I'll never watch this again.<br /><br />Oh, and **possible spoiler**, but there was great, brief business with the vampire girl in the coffin: "I used to be claustrophobic. But I've changed." Ha ha, good one.
1	Sidney Franklin's "The Good Earth" has achieved classic status thanks to a timeless story and superb acting, especially from Luis Ranier, who won an Oscar for her portrayal of O-Lan. Rainers performance is so complete, she is nearly unrecognizable. Having very little dialogue throughout the entire film (and it is a long one), Rainer relies instead on facial and body language. She looks and acts Chinese to the point that anyone unfamiliar with her work could easily mistake her as such.<br /><br />The film remains relevant today because it explores the rags to riches story and the universal themes that come with it. When Lung and wife O-Lan finally achieve financial success after years of famine and poverty, they find a life full of possessions but lacking in meaning. It is only when they return to the earth after fighting off a swarm of locusts (the special effects used to create them are still incredible and beautiful to watch) that they again find fulfillment. A common formula told with the unique perspective of a Chinese family (especially for 1937) makes the film a classic. Money isn't worth anything without friends and family, a point that the film drives home perfectly in it's last 10 minutes with an emotionally fulfilling conclusion.
1	All this talk about this being a bad movie is nonsense. As a matter of fact this is the best movie I've ever seen. It's an excellent story and the actors in the movie are some of the best. I would not give criticism to any of the actors. That movie is the best and it will always stay that way.
1	Busy Phillips put in one hell of a performance, both comedic and dramatic. Erika Christensen was good but Busy stole the show. It was a nice touch after The Smokers, a movie starring Busy, which wasnt all that great. If Busy doesnt get a nomination of any kind for this film it would be a disaster. Forget Mona Lisa Smile, see Home Room.
0	Well, I hate hollywood, but love cinema so i have to watch these cruddy movies in theaters. And, I was hoping Vanilla Sky would be good. i was hoping that they would either keep the original "Open Your Eyes" exactly the same, or they would make it their own. Well, it happened to be a little bit of both, and it sucked.<br /><br />It started out good. I love Radiohead. I wish there was more of that. But by the end we are listening to Good Vibrations by The Beach Boys. Talk about a wide range of suck between. They had one or two good songs in the club and maybe a couple others, but why oh why did they have to blare GV during the climax. It was more annoying than confusing or blatant. Especially when it has NOTHING TO DO WITH THE PLOT. At least put some meaning behind the songs. Kid A = primary. Whatever.<br /><br />He also did a bang up job with the club scene. That was cool. Otherwise the movie was one big ball of arrogance. As if audiences would get the movie. The ones that would get it read subtitles, and the rest won't. Its as simple as that. The motivations got all screwed up. I didn't comprehend the Diaz motivations (hadn't they done the Chicken Soup night before?) and some of the others. And I hate Kurt Russell. Stay overboard. Tom Cruise can't act (especially in these types of movie [i.e. Eyes Wide Shut]). And the elevator. I get it. Anyways they tried improving the original with a crappy american rock soundtrack and crappy angles and good film print and glossy processing and it would have helped if crowe hadn't screwed it up.<br /><br />2/10 Major disappointment.
1	When the US entered World War I, the government forced Hollywood to churn out propaganda films. THE LITTLE American is probably the best of the lot because it stars Mary Pickford.<br /><br />Pickford plays a young woman torn between two men: Jack Holt (German) and Raymond Hatton (French), but her decision is delayed because of the war as both men enlist.<br /><br />When the ship Pickford is sailing on is sunk by the Germans (think Lusitania) because it is carrying munitions, Pickford has a great scene as she stands on the lifeboat and yells at the German commander. Later on, of course, she runs into both Holt and Hatton when she is being held as a war prisoner at a château.<br /><br />Director Cecil B. DeMille provides one truly great scene in this film as Pickford and Holt are wandering through a bombed-out village. They pass a destroyed church of which only one wall remains standing. Against the wall is a very large crucifix. As they stand and watch, the wall collapses but the Jesus figure remains, suspended in mid air. It's a very surreal moment in a film that is otherwise very straightforward and un-artsy.<br /><br />Pickford is, as always, a pleasure to watch. She was always a very natural actress who avoided the arm-waving histrionics many other actors of the day used. She's also very very pretty. Holt is very good here in a leading-man role. Hatton is OK. Among the list of name actors in "extra" parts are Wallace Beery, Ramon Novarro, Colleen Moore, Ben Alexander, Hobart Bosworth, Norman Kerry, Walter Long, James Neill, and Edythe Chapman.<br /><br />Not a great film, but interesting to see US propaganda at work.
0	I just saw this film on DVD last night, and decided to check out the reviews this morning. It seems that "I, Robot" has polarized the critical viewing community here on IMDb (and given rise to a lot of insults and name-calling, too).<br /><br />I find this somewhat surprising, as this film is not great (or even good), but neither is it terrible (or even really bad). What this film really is, is...depressing. Depressing that the US film-goer population is so ready to lap up insipid, clichéd re-heats, and acclaim them as spectacular new works. This film as "retread" written all over it, from the plot line (an uneasy mix of Asimov and modern-day uber-action) to Smith's character (a smart-mouthed cynic with a backbone of titanium), to the special effects (that borrowed from Matrix and a few others).<br /><br />"I, Robot" is, sadly, quite possibly the perfect action movie for today's audience: superficial plot, insipidly snappy dialog, and lots and lots of adrenaline. Smith is mediocre, but we already knew that (he seems to be Hollywood's latest unsuccessful attempt to create a black Bruce Willis). The story has lots of holes in it, of all sizes, but I don't think most people drawn to this film are critically-minded enough to notice. Perhaps a blockbuster by today's standards, but very B-movie compared to true winners.
0	In Bridgeport, the deranged high school teacher Richard Fenton (Johnathon Schaech) is obsessed by the teenager student Donna Keppel (Brittany Snow); she witnesses him murder her family to stay with her, but Richard is arrested and sent to prison for life. Three years later, the traumatized Donna is feeling better but is still under psychological treatment and taking pills. On her prom night, she goes with her boyfriend Bobby (Scott Porter) and two couples of friends to the Pacific Grad Hotel for the party. But the psychopath Richard has escaped from prison and is lodged in the same floor in the hotel chasing Donna, stabbing her friends and staff of the hotel that cross his path.<br /><br />The forgettable slash "Prom Night" is a collection of clichés with a total lack of originality. The stupid story is shallow and silly, with a bad acting of Johnathon Schaech in the role of an insane killer. The predictable screenplay is amazing since it is possible to foresee what is going to happen in the next scenes. My vote is three.<br /><br />Title (Brazil): "A Morte Convida Para Dançar" ("The Death Invites to Dance")
0	This has to be the worst piece of garbage I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually WAS an entertaining film. This was trite, cliche-ridden and boring. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say "I'll bite yer leg off!" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a waste of time this film was.<br /><br />I may not have paid cash to see this disaster (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.
0	I couldn't relate to this film. It failed to engage me either intellectually, emotionally or aesthetically. The dialogue was very dense and uninvolving. I couldn't connect with and hence care about any of the characters and I'm finding it hard to find much that's positive to say about it.<br /><br />I've read that to understand it properly one needs to be familiar with some of the more obscure aspects of Catholic theology. I'll admit that, as an atheist, I probably am unfamiliar with many of the finer details of Catholicism, but I have also seen many films dealing with religious issues that have touched me because their themes are still universal to the human condition and don't rely on specialised knowledge or beliefs.
1	"The Bourne Ultimatum" begins recklessly mid-chase and in pulse-pounding fashion explodes from there as Jason Bourne (Matt Damon, absolutely superb) tracks down the masterminds behind the CIA black-ops that turned him into the perfect killer in a final attempt to learn his true identity. A devastatingly icy David Strathairn as the "man behind the curtain" is added to the returning cast of regulars including Joan Allen (excellent) and Julia Stiles (non-existent).<br /><br />Like the second entry in the series, I wished Paul Greengrass' shaky hand-held camera would go static at least for the few minutes of downtime. However, that being said, it's a perfect way to capture the tense, claustrophobic feel of the intimate hand-to-hand-combat scenes and works equally well in the chase scenes which are mostly on foot and across rooftops with the occasional big car pile-up. Part of the fun of the Bourne series is the constant globe-hopping and manipulation of technology and communications that seem to defy the laws of physics and current capabilities. The Bourne films seem to exist in some sort of gritty hyper-reality that is full of technological-based magic. It makes no sense that everyone seems to be just in the right place at the right time, but I'll be damned if it isn't a blast to watch them get there.<br /><br />With the absence of the emotive and involving Franka Potente, the writers attempt to create some emotional connection between Damon and Stiles, but she is so blank-faced an actress it never really leads to anything. Still, this can be forgiven, for unlike the "Identity" and the "Supremacy", this "Ultimatum" reveals all and we finally learn the truth about Bourne's past. It's an entertaining and satisfying conclusion to the series, and if they have any good sense, and Damon gets his wish, this will be the perfect end to it.
1	This cartoon was strange, but the story actually had a little more depth and emotion to it than other cartoon movies. We have a girl at a camp with low self esteem and hardly any other friends, except a brother and sister who are just a miserable as she is. She reaches the ultimate low point and when the opportunity arises she literally makes a pact with a devil-like demon. I found this film to be very true to life and just when things couldn't be worse, the girl sees what she's done, she feels remorse and then changes and then she helps this dark, mystical creature learn the human quality of love. The twins improve too, by helping the little bears and then they get a sense of self worth too. A very positive message for children, though some elements of the film was strange, it was and still is a rather enjoyable film. The music from Stephen Bishop (Tootsie songs) made the film even better
1	This is the kind of film you want to see with a glass of wine, the fire on, and with your feet up. It doesn't require that much brain-power to follow, so is very good after a long day. I would say it is very unrealistic - if you expecting anything serious, then don't bother, but it is very funny. Just the thought that a businessman would go so far as to agree to live in a slum for a while, and then actually get to enjoy it... I would definitely recommend it.
1	There is no denying that Ealing comedies are good, but for me this film stands out as one of the best.<br /><br />The basic premise of the film is that a small part of Pimlico in London is discovered to be part of Burgundy, not the UK. We then follow the lives of the residents in their battle to keep the treasure found after the bomb explodes, and keep out the black market traders who soon realise that being exempt from UK law, rationing does not exist. When they become prisoners in their own street because the government has decided to close the boarder we see them fight back against the system.<br /><br />They are forced to ration water and food in their stand for what is right. In fact becoming worse off than they were before it all started, that's where the moral comes in. It's when they loose all the food that they think they are beaten and call for a surrender, only to have the whole of London respond to their plight by sending food, lot's of it. Thus enabling them to continue their struggle.<br /><br />This film hit's the right note throughout, the acting is superb, with Stanley Holloway, Margaret Rutherford, Hermione Baddeley and Betty Warren standing out. It's pitched just right, not too sentimental and the moral of the story not forced down your throat. Well worth a viewing
1	I remember when I was five and my parents thought it was a regular cartoon movie....except when the bras and bullets started flying. I have to agree this movie will make anyone and everyone upset because it is set to discriminate everyone and anyone....but the truth is it is funny as hell as it is deep. I recommend this to anyone who likes cult classics. Also try Fritz the cat and the NINE Lives of Fritz the Cat. If I'm correct Ralph Bashki did that movie too.It involves a cat that goes through hard times with family, streets,jobs , etc. When I was old enough I rented all of these movies out. Because Coonskin was an offensive title during that era it was also labeled as Street Fighter. Ralph Bashki also made Cool World starring a very young Brad Pitt. Heavy traffic was another cartoon that dealt with the street life of a young man.
0	Drones, ethnic drumming, bad synthesizer piping, children singing. The most patronizing "world music" imaginable. This is a tourist film, and a lousy one. What really kills it is the incoherent sequences. India, Egypt, South America, Africa, etc, etc. No transitions, no visual explanation of why we're suddenly ten thousand miles away, no ideas expressed in images. Just a bunch of footage of third-worlders with "baskets on their heads" as another reviewer said. Walking along endlessly as if that had some deep meaning. If these guys wanted to make a 3rd World music video, all they had to do was head a few hundred miles south of where the best parts of Koya were shot, and film in Mexico. That would have been a much better setting for "life in transformation."<br /><br />But no. What they decided on was a scrambled tourist itinerary covering half the globe and mind-deadeningly overcranked filter shots. The only thing to recommend this film is that it doesn't suck quite as much as Naqoyqatsi.<br /><br />RstJ
0	Let me start by stating that I usually do like Renny Harlin's directing style, for the most part, and that the cinematographer should be commended for some the shots. Unlike Harlin's "Elm Street 4", and "Die Hard 2" which I really liked, there is something that is missing from this movie. That, my friends, is a script. The dialogue in movies like this is always pretty awful, but this one takes the gold medal for stupidity. There are so many awful lines in this movie, I don't even want to have to remember any of them. Not just that but the execution of the lines is pathetic and seems more suited toward a bad porn movie than an action adventure. It's almost like Harlin thought that if they slowed down the words being said, they could improve the script. Wrong again.<br /><br />The sad part is that there is some talented actors thrown into bad roles with worse dialogue. Stallone has never been a favorite of mine, but when he is acting circles around Lithgow, Turner, and the worst of the bunch Rooker, there is something wrong with this picture. Lithgow played one of the best villains in "Ricochet", yet comes across as someone who can't act to save his life here. How is that possible? I've always been a huge fan of his and he gets schooled in acting by Stallone, who himself still phoned-in his performance. Turner's part is so small and pointless, but she still manages to appear lost on screen. Michael Rooker CAN act. I know this because I have witnessed it in "Days of Thunder", but he seems like he is READING his lines from cue cards. Has it come to this? When Rooker and Lithgow have scenes together where they are speaking, I just wanted the movie to end right there, or have them both amazingly find their acting ability. Unfortunately, neither of those things occurred.<br /><br />Which brings me back to Harlin, who can be the only one to really blame for this mess other than the screenwriters. It's his fault that I was never drawn into this movie at all, because he should have made the people actually act. The script is not very good, but still the actors' performances are what destroys this movie and that has to lie with the director. I don't care how much was paid for the special effects, which for the most part are good, you still can't just sacrifice the movie with terrible acting. <br /><br />Plus, the pacing of this movie seems to be off. The opening sequence was good and the plane scene was very well done, but how are you supposed to care about the outcome of the heist at all. I mean I understand that they were trying to create tension with all of the bells and whistles of the plane scene, but I really didn't care if they got the money or not in that scene. If the bad guy's would have won early, maybe I wouldn't have had to witness one of the worst movies ever!
0	Things I learned from "The List".<br /><br />A decent cinematographer, a hot girl who can act and Malcom McDowell couldn't stop this movie from sucking.<br /><br />Blockbuster won't give you your money back.<br /><br />Even when he reads the script and says "Ugh! Really?!", Malcom McDowell still tries.<br /><br />Chuck Carrington desperately needs acting classes.<br /><br />Hire a writer.<br /><br />Jesus hates me too and punished me by making me pay $ 5.50 to see this movie.<br /><br />When making a movie, you don't need an ending. Just leave everything unexplained, unresolved an uninteresting enough so that the audience falls asleep BEFORE the ending. Genius.<br /><br />Any random landlord can cure death just by drawing a cross on a window. So make friends.<br /><br />Your maid can sing you back to life.<br /><br />Chuck Carrington still needs acting classes.<br /><br />Your roommate will hate you and make fun of you if you bring home this movie.<br /><br />Apologies will not be accepted.
